name,korean_name,initial_count,current_count,increase,increase_percent,recommendation_count,comment_count,post_date,post_title,last_accessed,last_updated,url
sogang_faculty_firing,서강대 교수 해고,98,99,1,1.02,0,0,2025-06-28 10:30:58,,2025-08-05,2025-08-06 04:55:11,https://gall.dcinside.com/board/view/?id=sogang&no=649384&page=1
seoul_municipal_faculty_firing,서울시립대 교수 해고,116,117,1,0.86,0,0,2025-06-28 10:33:23,,2025-08-05,2025-08-06 04:55:17,https://gall.dcinside.com/board/view/?id=uos&no=235819&page=1
sungshin_womens_faculty_firing,성신여자대 교수 해고,82,83,1,1.22,0,0,2025-06-28 10:34:39,,2025-08-05,2025-08-06 04:57:30,https://gall.dcinside.com/board/view/?id=sungshin&no=36941&page=1
sookmyung_womens_faculty_firing,숙명여자대 교수 해고,86,87,1,1.16,0,0,2025-06-28 10:35:45,,2025-08-05,2025-08-06 04:57:33,https://gall.dcinside.com/board/view/?id=sookmyungwomans_univ&no=22565&page=1
university_students_faculty_firing,대학생 교수 해고,93,94,1,1.08,0,1,2025-06-28 10:39:19,,2025-08-05,2025-08-06 05:01:57,https://gall.dcinside.com/mgallery/board/view/?id=univ&no=479&page=1
dongdeok_womens_defamation_law,동덕여자대 명예훼손법,100,101,1,1.0,1,0,2025-07-01 19:31:33,,2025-08-05,2025-08-06 05:01:58,https://gall.dcinside.com/board/view/?id=dongduk&no=466795&page=1
chungang_defamation_law,중앙대 명예훼손법,80,81,1,1.25,0,0,2025-07-01 19:36:19,,2025-08-05,2025-08-06 05:02:01,https://gall.dcinside.com/board/view/?id=cau&no=372643&page=1
sungyunkwan_defamation_law,성균관대 명예훼손법,91,92,1,1.1,0,0,2025-07-01 19:39:23,,2025-08-05,2025-08-06 05:02:04,https://gall.dcinside.com/board/view/?id=skku&no=309239&page=1
dongguk_defamation_law,동국대 명예훼손법,82,83,1,1.22,0,0,2025-07-01 19:41:05,,2025-08-05,2025-08-06 05:02:07,https://gall.dcinside.com/board/view/?id=dongguk&no=128404&page=1
sejong_defamation_law,세종대 명예훼손법,79,80,1,1.27,0,0,2025-07-01 19:42:47,,2025-08-05,2025-08-06 05:02:08,https://gall.dcinside.com/board/view/?id=sejong&no=260440&page=1
hongik_defamation_law,홍익대 명예훼손법,65,66,1,1.54,0,0,2025-07-01 19:44:29,,2025-08-05,2025-08-06 05:02:11,https://gall.dcinside.com/board/view/?id=hongik&no=195896&page=1
hanyang_defamation_law,한양대 명예훼손법,79,80,1,1.27,0,0,2025-07-01 19:45:20,,2025-08-05,2025-08-06 05:02:14,https://gall.dcinside.com/board/view/?id=hanyang&no=202425&page=1
korea_defamation_law,고려대 명예훼손법,71,72,1,1.41,0,0,2025-07-01 19:46:18,,2025-08-05,2025-08-06 05:02:15,https://gall.dcinside.com/board/view/?id=koreauniversity&no=143643&page=1
university_students_defamation_law,대학생 명예훼손법,58,59,1,1.72,0,0,2025-07-01 19:47:25,,2025-08-05,2025-08-06 05:02:17,https://gall.dcinside.com/mgallery/board/view/?id=univ&no=480&page=1
hufs_defamation_law,한국외국어대 명예훼손법,87,88,1,1.15,0,0,2025-07-01 19:49:30,,2025-08-05,2025-08-06 05:02:18,https://gall.dcinside.com/board/view/?id=hufs&no=248775&page=1
seoul_municipal_defamation_law,서울시립대 명예훼손법,85,86,1,1.18,1,0,2025-07-01 19:50:53,,2025-08-05,2025-08-06 05:02:23,https://gall.dcinside.com/board/view/?id=uos&no=235822&page=1
kyunghee_defamation_law,경희대 명예훼손법,86,87,1,1.16,0,0,2025-07-01 19:53:10,,2025-08-05,2025-08-06 05:02:25,https://gall.dcinside.com/board/view/?id=khu&no=444077&page=1
sogang_defamation_law,서강대 명예훼손법,91,92,1,1.1,0,0,2025-07-01 19:54:12,,2025-08-05,2025-08-06 05:02:29,https://gall.dcinside.com/board/view/?id=sogang&no=649455&page=1
sookmyung_womens_defamation_law,숙명여자대 명예훼손법,64,65,1,1.56,0,0,2025-07-01 19:55:01,,2025-08-05,2025-08-06 05:02:31,https://gall.dcinside.com/board/view/?id=sookmyungwomans_univ&no=22566&page=1
suwon_womens_uni_defamation_law,수원여자대 명예훼손법,66,67,1,1.52,0,0,2025-07-01 19:55:56,,2025-08-05,2025-08-06 05:02:33,https://gall.dcinside.com/mini/board/view/?id=swu&no=33&page=1
duksung_defamation_law,덕성여자대 명예훼손법,67,68,1,1.49,0,0,2025-07-01 19:56:45,,2025-08-05,2025-08-06 05:02:35,https://gall.dcinside.com/board/view/?id=duksung&no=22878&page=1
seoul_national_defamation_law,서울대 명예훼손법,87,88,1,1.15,0,0,2025-07-01 19:57:41,,2025-08-05,2025-08-06 05:04:49,https://gall.dcinside.com/board/view/?id=seouluniversity&no=232941&page=1
seoul_womens_uni_defamation_law,서울여자대 명예훼손법,68,69,1,1.47,0,0,2025-07-01 19:58:48,,2025-08-05,2025-08-06 05:04:52,https://gall.dcinside.com/board/view/?id=swu&no=9286&page=1
yonsei_defamation_law,연세대 명예훼손법,73,74,1,1.37,0,0,2025-07-01 19:59:39,,2025-08-05,2025-08-06 05:04:58,https://gall.dcinside.com/board/view/?id=yonseiuniversity&no=156852&page=1
sungshin_womens_defamation_law,성신여자대 명예훼손법,71,72,1,1.41,0,0,2025-07-01 20:00:51,,2025-08-05,2025-08-06 05:05:00,https://gall.dcinside.com/board/view/?id=sungshin&no=36946&page=1
konkuk_defamation_law,건국대 명예훼손법,87,88,1,1.15,0,0,2025-07-01 20:02:02,,2025-08-05,2025-08-06 05:05:03,https://gall.dcinside.com/board/view/?id=konkuk&no=205829&page=1
r-pusan,부산대,68,69,1,1.47,0,0,2025-07-14 20:43:13,,2025-08-05,2025-08-06 05:05:24,https://gall.dcinside.com/board/view/?id=pusanu&no=652819&page=1
r-dong_a,동아대,66,67,1,1.52,0,0,2025-07-14 20:45:16,,2025-08-05,2025-08-06 05:05:31,https://gall.dcinside.com/board/view/?id=dongau&no=426384&page=1
r-busan_foreign,부산외국어대,96,97,1,1.04,2,0,2025-07-14 20:47:46,,2025-08-05,2025-08-06 05:05:33,https://gall.dcinside.com/mgallery/board/view/?id=bufs&no=8598&page=1
r-inje,인제대,50,51,1,2.0,0,0,2025-07-14 20:49:03,,2025-08-05,2025-08-06 05:05:35,https://gall.dcinside.com/mgallery/board/view/?id=inje&no=2483&page=1
r-gyeongsang_nat,경상국립대,74,75,1,1.35,0,0,2025-07-14 20:50:18,,2025-08-05,2025-08-06 05:05:37,https://gall.dcinside.com/board/view/?id=gsnu&no=107102&page=1
r-chungnam_nat,충남대,98,99,1,1.02,0,0,2025-07-14 20:54:37,,2025-08-05,2025-08-06 05:05:45,https://gall.dcinside.com/board/view/?id=cnu&no=172852&page=1
r-kaist,KAIST,62,63,1,1.61,0,0,2025-07-14 20:56:08,,2025-08-05,2025-08-06 05:05:51,https://gall.dcinside.com/board/view/?id=kaist&no=26667&page=1
r-paichai,배재대,53,54,1,1.89,0,0,2025-07-14 20:58:43,,2025-08-05,2025-08-06 05:05:56,https://gall.dcinside.com/board/view/?id=pcu&no=67703&page=1
r-jeonbuk_nat,전북대,55,56,1,1.82,0,0,2025-07-14 21:00:29,,2025-08-05,2025-08-06 05:05:59,https://gall.dcinside.com/board/view/?id=chonbuk&no=282011&page=1
r-kyungpook,경북대,27,28,1,3.7,0,0,2025-07-15 21:35:43,,2025-08-05,2025-08-06 05:06:00,https://gall.dcinside.com/mini/board/view/?id=knu&no=79&page=1
r-keimyung,계명대,78,79,1,1.28,0,0,2025-07-15 21:37:57,,2025-08-05,2025-08-06 05:06:03,https://gall.dcinside.com/board/view/?id=kmu&no=96173&page=1
r-yeungnam,영남대,98,99,1,1.02,0,0,2025-07-15 21:39:31,,2025-08-05,2025-08-06 05:06:06,https://gall.dcinside.com/board/view/?id=ynu&no=396115&page=1
r-daegu,대구대,68,69,1,1.47,0,0,2025-07-15 21:41:38,,2025-08-05,2025-08-06 05:06:08,https://gall.dcinside.com/board/view/?id=daegu&no=86628&page=1
r-chonnam,전남대,70,71,1,1.43,0,0,2025-07-15 21:44:37,,2025-08-05,2025-08-06 05:06:12,https://gall.dcinside.com/board/view/?id=chonnam&no=261250&page=1
r-honam,호남대,59,60,1,1.69,0,0,2025-07-15 21:47:04,,2025-08-05,2025-08-06 05:06:16,https://gall.dcinside.com/mgallery/board/view/?id=honam&no=738&page=1
r-dankook,단국대,295,296,1,0.34,1,0,2025-07-15 21:58:02,,2025-08-05,2025-08-06 05:08:37,https://gall.dcinside.com/board/view/?id=dankook&no=328290&page=1
r-gachon,가천대,115,116,1,0.87,0,0,2025-07-15 21:58:57,,2025-08-05,2025-08-06 05:08:39,https://gall.dcinside.com/board/view/?id=kyungwon&no=260446&page=1
r-kangwon,강원대,82,83,1,1.22,2,0,2025-07-15 22:01:25,,2025-08-05,2025-08-06 05:08:49,https://gall.dcinside.com/board/view/?id=kangwon&no=194361&page=1
r-jeju,제주대,72,73,1,1.39,0,0,2025-07-15 22:03:10,,2025-08-05,2025-08-06 05:08:54,https://gall.dcinside.com/board/view/?id=cheju&no=33561&page=1
sejong_fraud,세종대 사기,52,53,1,1.92,0,0,2025-07-17 21:09:04,,2025-08-05,2025-08-06 05:08:56,https://gall.dcinside.com/board/view/?id=sejong&no=260453&page=1
seoul_municipal_fraud,서울시립대 사기,56,57,1,1.79,0,0,2025-07-17 21:10:11,,2025-08-05,2025-08-06 05:09:02,https://gall.dcinside.com/board/view/?id=uos&no=235844&page=1
dongguk_fraud,동국대 사기,65,66,1,1.54,0,0,2025-07-17 21:11:09,,2025-08-05,2025-08-06 05:11:16,https://gall.dcinside.com/board/view/?id=dongguk&no=128426&page=1
hongik_fraud,홍익대 사기,47,48,1,2.13,0,0,2025-07-17 21:12:24,,2025-08-05,2025-08-06 05:11:19,https://gall.dcinside.com/board/view/?id=hongik&no=195924&page=1
chungang_fraud,중앙대 사기,60,61,1,1.67,0,0,2025-07-17 21:13:09,,2025-08-05,2025-08-06 05:13:32,https://gall.dcinside.com/board/view/?id=cau&no=372660&page=1
seoul_national_fraud,서울대 사기,85,86,1,1.18,0,0,2025-07-17 21:15:03,,2025-08-05,2025-08-06 05:13:38,https://gall.dcinside.com/board/view/?id=seouluniversity&no=233126&page=1
yonsei_fraud,연세대 사기,63,64,1,1.59,0,0,2025-07-17 21:16:52,,2025-08-05,2025-08-06 05:13:44,https://gall.dcinside.com/board/view/?id=yonseiuniversity&no=156889&page=1
duksung_fraud,덕성여자대 사기,51,52,1,1.96,0,0,2025-07-17 21:17:32,,2025-08-05,2025-08-06 05:13:47,https://gall.dcinside.com/board/view/?id=duksung&no=22891&page=1
sookmyung_womens_fraud,숙명여자대 사기,43,44,1,2.33,0,0,2025-07-17 21:18:15,,2025-08-05,2025-08-06 05:13:53,https://gall.dcinside.com/board/view/?id=sookmyungwomans_univ&no=22582&page=1
seoul_womens_uni_fraud_1,서울여자대 사기,31,32,1,3.23,0,0,2025-07-17 21:19:03,,2025-08-05,2025-08-06 05:13:55,https://gall.dcinside.com/mini/board/view/?id=swu&no=36&page=1
seoul_womens_uni_fraud_2,서울여자대 사기,63,64,1,1.59,0,0,2025-07-17 21:21:55,,2025-08-05,2025-08-06 05:14:06,https://gall.dcinside.com/board/view/?id=swu&no=9308&page=1
kyunghee_fraud,경희대 사기,65,66,1,1.54,0,0,2025-07-17 21:23:26,,2025-08-05,2025-08-06 05:14:12,https://gall.dcinside.com/board/view/?id=khu&no=444097&page=1
sungshin_womens_fraud,성신여자대 사기,57,58,1,1.75,0,0,2025-07-17 21:29:15,,2025-08-05,2025-08-06 05:14:20,https://gall.dcinside.com/board/view/?id=sungshin&no=36982&page=1
sogang_fraud,서강대 사기,61,62,1,1.64,0,0,2025-07-17 21:30:06,,2025-08-05,2025-08-06 05:14:22,https://gall.dcinside.com/board/view/?id=sogang&no=649660&page=1
dongdeok_womens_fraud,동덕여자대 사기,114,115,1,0.88,1,0,2025-07-17 21:31:05,,2025-08-05,2025-08-06 05:14:23,https://gall.dcinside.com/board/view/?id=dongduk&no=467073&page=1
hufs_hrw,한국외대 HRW,45,46,1,2.22,0,0,2025-07-21 11:47:37,,2025-08-05,2025-08-06 05:14:28,https://gall.dcinside.com/board/view/?id=hufs&no=248792&page=1
dongdeok_womens_hrw,동덕여대 HRW,72,73,1,1.39,0,0,2025-07-21 11:49:20,,2025-08-05,2025-08-06 05:14:31,https://gall.dcinside.com/board/view/?id=dongduk&no=467095&page=1
seoul_national_hrw,서울대 HRW,50,51,1,2.0,0,0,2025-07-21 11:48:35,,2025-08-05,2025-08-06 05:14:34,https://gall.dcinside.com/board/view/?id=seouluniversity&no=233155&page=1
r-dankook_hrw,단국대 HRW,62,63,1,1.61,0,0,2025-07-21 11:54:14,,2025-08-05,2025-08-06 05:14:40,https://gall.dcinside.com/board/view/?id=dankook&no=328295&page=1
r-gachon_hrw,가천대 HRW,61,62,1,1.64,0,0,2025-07-21 11:55:28,,2025-08-05,2025-08-06 05:14:42,https://gall.dcinside.com/board/view/?id=kyungwon&no=260459&page=1
r-inje_hrw,인제대 HRW,26,27,1,3.85,0,0,2025-07-21 12:33:06,,2025-08-05,2025-08-06 05:14:45,https://gall.dcinside.com/mgallery/board/view/?id=inje&no=2484&page=1
r-gyeongsang_nat_hrw,경상국립대 HRW,53,54,1,1.89,0,0,2025-07-21 12:33:04,,2025-08-05,2025-08-06 05:14:48,https://gall.dcinside.com/board/view/?id=gsnu&no=107191&page=1
r-chungnam_nat_hrw,충남대 HRW,50,51,1,2.0,0,0,2025-07-21 12:12:22,,2025-08-05,2025-08-06 05:14:54,https://gall.dcinside.com/board/view/?id=cnu&no=172876&page=1
r-kaist_hrw,KAIST HRW,38,39,1,2.63,0,0,2025-07-21 12:33:00,,2025-08-05,2025-08-06 05:14:56,https://gall.dcinside.com/board/view/?id=kaist&no=26670&page=1
r-paichai_hrw,배재대 HRW,39,40,1,2.56,0,0,2025-07-21 12:26:10,,2025-08-05,2025-08-06 05:15:00,https://gall.dcinside.com/board/view/?id=pcu&no=67706&page=1
r-jeonbuk_nat_hrw,전북대 HRW,46,47,1,2.17,0,0,2025-07-21 12:52:22,,2025-08-05,2025-08-06 05:15:03,https://gall.dcinside.com/board/view/?id=chonbuk&no=282042&page=1
r-kyungpook_hrw,경북대 HRW,22,23,1,4.55,0,0,2025-07-21 12:51:04,,2025-08-05,2025-08-06 05:15:04,https://gall.dcinside.com/mini/board/view/?id=knu&no=80&page=1
r-keimyung_hrw,계명대 HRW,43,44,1,2.33,0,0,2025-07-21 12:27:02,,2025-08-05,2025-08-06 05:15:06,https://gall.dcinside.com/board/view/?id=kmu&no=96178&page=1
r-yeungnam_hrw,영남대 HRW,44,45,1,2.27,0,0,2025-07-21 12:01:04,,2025-08-05,2025-08-06 05:15:08,https://gall.dcinside.com/board/view/?id=ynu&no=396121&page=1
r-daegu_hrw,대구대 HRW,38,39,1,2.63,0,0,2025-07-21 12:06:01,,2025-08-05,2025-08-06 05:15:11,https://gall.dcinside.com/board/view/?id=daegu&no=86632&page=1
duksung_hrw,덕성여대 HRW,35,36,1,2.86,0,0,2025-07-21 12:11:27,,2025-08-05,2025-08-06 05:15:15,https://gall.dcinside.com/board/view/?id=duksung&no=22893&page=1
r-chonnam_hrw,전남대 HRW,48,49,1,2.08,0,0,2025-07-21 12:13:39,,2025-08-05,2025-08-06 05:15:18,https://gall.dcinside.com/board/view/?id=chonnam&no=261281&page=1
r-chosun_hrw,조선대 HRW,46,47,1,2.17,0,0,2025-07-21 12:15:20,,2025-08-05,2025-08-06 05:15:24,https://gall.dcinside.com/board/view/?id=chosun&no=197314&page=1
r-incheon_hrw,인천대 HRW,55,56,1,1.82,0,0,2025-07-21 12:16:56,,2025-08-05,2025-08-06 05:15:30,https://gall.dcinside.com/board/view/?id=incheon&no=158891&page=1
r-ajou_hrw,아주대 HRW,49,50,1,2.04,0,0,2025-07-21 12:17:44,,2025-08-05,2025-08-06 05:15:32,https://gall.dcinside.com/board/view/?id=ajou&no=676437&page=1
korea_hrw,고려대 HRW,39,40,1,2.56,0,0,2025-07-21 12:20:58,,2025-08-05,2025-08-06 05:15:41,https://gall.dcinside.com/board/view/?id=koreauniversity&no=143718&page=1
seoul_womens_uni_hrw,서울여대 HRW,36,37,1,2.78,0,0,2025-07-21 12:21:53,,2025-08-05,2025-08-06 05:15:43,https://gall.dcinside.com/board/view/?id=swu&no=9312&page=1
r-andong_hrw,안동대 HRW,41,42,1,2.44,1,0,2025-07-21 12:27:31,,2025-08-05,2025-08-06 05:15:48,https://gall.dcinside.com/mgallery/board/view/?id=anu&no=7413&page=1
dongguk_hrw,동국대 HRW,39,40,1,2.56,0,0,2025-07-21 12:28:44,,2025-08-05,2025-08-06 05:15:51,https://gall.dcinside.com/board/view/?id=dongguk&no=128431&page=1
yonsei_hrw,연세대 HRW,35,36,1,2.86,0,0,2025-07-21 12:30:00,,2025-08-05,2025-08-06 05:15:52,https://gall.dcinside.com/board/view/?id=yonseiuniversity&no=156897&page=1
chungang_hrw,중앙대 HRW,40,41,1,2.5,0,0,2025-07-21 12:30:16,,2025-08-05,2025-08-06 05:15:55,https://gall.dcinside.com/board/view/?id=cau&no=372666&page=1
hongik_hrw,홍익대 HRW,31,32,1,3.23,0,0,2025-07-21 12:35:32,,2025-08-05,2025-08-06 05:15:57,https://gall.dcinside.com/board/view/?id=hongik&no=195932&page=1
hanyang_hrw,한양대 HRW,44,45,1,2.27,0,0,2025-07-21 12:35:44,,2025-08-05,2025-08-06 05:16:00,https://gall.dcinside.com/board/view/?id=hanyang&no=202453&page=1
ewha_hrw,이화여대 HRW,36,37,1,2.78,0,0,2025-07-21 12:35:55,,2025-08-05,2025-08-06 05:16:06,https://gall.dcinside.com/board/view/?id=ewhawomans_univ&no=41322&page=1
